序号,文件路径,相对路径,类或对象,函数名,函数类型,起始行,结束行,行数,职责摘要,副作用,调用方,发现问题编号,重复实现编号,审阅方式,状态,备注
10333,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,summary,ts,40,43,4,"调用: computed, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10334,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,parsedAmount,ts,45,65,21,"调用: computed, Number, sameEntityId, watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10335,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,sameAccount,ts,46,65,20,"调用: computed, sameEntityId, watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10336,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,canSubmit,ts,47,65,19,"调用: computed, watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10337,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,loadPage,ts,69,86,18,"调用: loadPage, all, fetchAccountTransfers, fetchAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10338,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,resetForm,ts,88,94,7,调用: resetForm,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10339,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,submitForm,ts,96,118,23,"调用: submitForm, trim, Number, createAccountTransfer, resetForm, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10340,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,payload,ts,102,108,7,"调用: trim, Number",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10341,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,created,ts,109,110,2,调用: createAccountTransfer,无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10342,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,Code/frontend/web/src/pages/finance/account/AccountTransferPage.vue,AccountTransferPage,retryPage,ts,120,122,3,"调用: retryPage, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10343,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,route,ts,34,59,26,"调用: useRoute, useSession, ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10344,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,session,ts,35,59,25,"调用: useSession, ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10345,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,orders,ts,37,59,23,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10346,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,suppliers,ts,38,59,22,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10347,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,accounts,ts,39,59,21,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10348,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,selectedOrderId,ts,40,59,20,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10349,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,loading,ts,41,59,19,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10350,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,submitting,ts,42,59,18,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10351,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,error,ts,43,59,17,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10352,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,success,ts,44,59,16,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10353,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,keyword,ts,45,59,15,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10354,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,statusFilter,ts,46,59,14,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10355,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,createdAfter,ts,47,59,13,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10356,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,createdBefore,ts,48,59,12,"调用: ref, reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10357,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,createForm,ts,50,59,10,"调用: reactive, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10358,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,queryOrderId,ts,61,71,11,"调用: computed, readQueryId, Boolean, hasPermission, Map, map",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10359,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,isApiSource,ts,62,71,10,"调用: computed, Boolean, hasPermission, Map, map, String",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10360,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,canWrite,ts,63,71,9,"调用: computed, hasPermission, Map, map, String, get",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10361,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,orderIndex,ts,64,71,8,"调用: computed, Map, map, String, get, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10362,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,accountIndex,ts,65,71,7,"调用: computed, Map, map, String, get, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10363,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,selectedOrder,ts,66,71,6,"调用: computed, get, String, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10364,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,orderSummary,ts,67,71,5,"调用: computed, reduce",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10365,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,totalAmount,ts,72,94,23,"调用: computed, watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10366,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,paidCount,ts,73,94,22,"调用: computed, watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10367,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,paymentMethods,ts,75,94,20,"调用: watch, async, loadPage",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10368,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,loadPage,ts,103,105,3,"调用: loadPage, all, loadOrders, loadDictionaries",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10369,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,loadDictionaries,ts,107,119,13,"调用: loadDictionaries, all, fetchSuppliers, fetchAccounts",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10370,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,loadOrders,ts,121,155,35,"调用: loadOrders, trim, Date, getTime, fetchPayOrders, Number",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10371,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,normalizedKeyword,ts,127,128,2,"调用: trim, Date, getTime",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10372,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,createdAfterAt,ts,128,128,1,"调用: Date, getTime",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
10373,/Users/sunyiyang/Desktop/Project/master-goods/Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,Code/frontend/web/src/pages/finance/payment/PayOrderDetailPage.vue,PayOrderDetailPage,createdBeforeAt,ts,129,129,1,"调用: Date, getTime",无,见调用关系台账,,DUP-004,全量登记+模式筛查；命中风险规则者转入深度审阅,完成,
